batter,game_year,WH,AB,IABA
488726.0,2018.0,771.0,561,1.374331550802139
488771.0,2015.0,370.0,347,1.0662824207492796
488771.0,2016.0,331.0,321,1.0311526479750779
488771.0,2017.0,450.0,356,1.2640449438202248
488818.0,2016.0,274.0,224,1.2232142857142858
488862.0,2015.0,721.0,527,1.3681214421252372
488862.0,2016.0,702.0,515,1.3631067961165049
488862.0,2017.0,447.0,345,1.2956521739130435
489149.0,2015.0,460.0,442,1.0407239819004526
489149.0,2016.0,359.0,348,1.0316091954022988
489149.0,2017.0,559.0,502,1.1135458167330676
489149.0,2018.0,281.0,303,0.9273927392739274
489267.0,2016.0,249.0,207,1.2028985507246377
489267.0,2017.0,335.0,287,1.1672473867595818
491676.0,2017.0,358.0,296,1.2094594594594594
491676.0,2018.0,438.0,401,1.0922693266832917
493114.0,2015.0,428.0,350,1.2228571428571429
493114.0,2016.0,549.0,414,1.326086956521739
493114.0,2017.0,451.0,333,1.3543543543543544
493193.0,2016.0,331.0,285,1.1614035087719299
493316.0,2015.0,929.0,667,1.3928035982008995
493316.0,2016.0,623.0,476,1.3088235294117647
