batter,game_year,inning,H,WH
518692.0,2015.0,9.0,9,81.0
518692.0,2016.0,1.0,36,36.0
518692.0,2016.0,2.0,4,8.0
518692.0,2016.0,3.0,34,102.0
518692.0,2016.0,4.0,19,76.0
518692.0,2016.0,5.0,14,70.0
518692.0,2016.0,6.0,22,132.0
518692.0,2016.0,7.0,14,98.0
518692.0,2016.0,8.0,18,144.0
518692.0,2016.0,9.0,14,126.0
518692.0,2017.0,1.0,31,31.0
518692.0,2017.0,2.0,1,2.0
518692.0,2017.0,3.0,20,60.0
518692.0,2017.0,4.0,12,48.0
518692.0,2017.0,5.0,12,60.0
518692.0,2017.0,6.0,16,96.0
518692.0,2017.0,7.0,11,77.0
518692.0,2017.0,8.0,15,120.0
518692.0,2017.0,9.0,16,144.0
518692.0,2018.0,1.0,48,48.0
518692.0,2018.0,2.0,3,6.0
518692.0,2018.0,3.0,25,75.0
518692.0,2018.0,4.0,20,80.0
518692.0,2018.0,5.0,22,110.0
518692.0,2018.0,6.0,23,138.0
518692.0,2018.0,7.0,13,91.0
518692.0,2018.0,8.0,27,216.0
518692.0,2018.0,9.0,13,117.0
518700.0,2015.0,4.0,3,12.0
518700.0,2015.0,7.0,1,7.0
518700.0,2015.0,9.0,1,9.0
518700.0,2016.0,2.0,3,6.0
518700.0,2016.0,3.0,2,6.0
518700.0,2016.0,4.0,7,28.0
518700.0,2016.0,5.0,5,25.0
518700.0,2016.0,6.0,3,18.0
518700.0,2016.0,7.0,1,7.0
518700.0,2016.0,8.0,7,56.0
518700.0,2016.0,9.0,3,27.0
518700.0,2017.0,4.0,1,4.0
518700.0,2017.0,5.0,1,5.0
518700.0,2017.0,6.0,3,18.0
518700.0,2017.0,7.0,1,7.0
518700.0,2017.0,8.0,2,16.0
518700.0,2017.0,9.0,2,18.0
518715.0,2016.0,8.0,1,8.0
518716.0,2015.0,5.0,1,5.0
518735.0,2015.0,1.0,4,4.0
518735.0,2015.0,2.0,15,30.0
518735.0,2015.0,3.0,4,12.0
518735.0,2015.0,4.0,14,56.0
518735.0,2015.0,5.0,13,65.0
518735.0,2015.0,6.0,10,60.0
518735.0,2015.0,7.0,6,42.0
518735.0,2015.0,8.0,9,72.0
518735.0,2015.0,9.0,7,63.0
518735.0,2016.0,1.0,4,4.0
518735.0,2016.0,2.0,15,30.0
518735.0,2016.0,3.0,9,27.0
518735.0,2016.0,4.0,19,76.0
518735.0,2016.0,5.0,6,30.0
518735.0,2016.0,6.0,8,48.0
518735.0,2016.0,7.0,13,91.0
518735.0,2016.0,8.0,9,72.0
518735.0,2016.0,9.0,7,63.0
518735.0,2017.0,1.0,7,7.0
518735.0,2017.0,2.0,9,18.0
518735.0,2017.0,3.0,16,48.0
518735.0,2017.0,4.0,10,40.0
518735.0,2017.0,5.0,14,70.0
518735.0,2017.0,6.0,18,108.0
518735.0,2017.0,7.0,10,70.0
518735.0,2017.0,8.0,14,112.0
518735.0,2017.0,9.0,9,81.0
518735.0,2018.0,1.0,11,11.0
518735.0,2018.0,2.0,11,22.0
518735.0,2018.0,3.0,8,24.0
518735.0,2018.0,4.0,19,76.0
518735.0,2018.0,5.0,8,40.0
518735.0,2018.0,6.0,19,114.0
518735.0,2018.0,7.0,14,98.0
518735.0,2018.0,8.0,12,96.0
518735.0,2018.0,9.0,4,36.0
518755.0,2015.0,5.0,1,5.0
518755.0,2015.0,8.0,1,8.0
518755.0,2015.0,9.0,1,9.0
518774.0,2015.0,2.0,1,2.0
518774.0,2015.0,4.0,1,4.0
518774.0,2015.0,5.0,2,10.0
518774.0,2015.0,6.0,3,18.0
518774.0,2016.0,2.0,1,2.0
518774.0,2016.0,3.0,1,3.0
518774.0,2016.0,6.0,1,6.0
518774.0,2017.0,3.0,1,3.0
518774.0,2017.0,5.0,1,5.0
518774.0,2018.0,2.0,2,4.0
518774.0,2018.0,3.0,1,3.0
518774.0,2018.0,4.0,1,4.0
518790.0,2015.0,3.0,2,6.0
518790.0,2015.0,4.0,3,12.0
518790.0,2015.0,5.0,3,15.0
518790.0,2015.0,6.0,1,6.0
518790.0,2015.0,8.0,1,8.0
518792.0,2015.0,1.0,20,20.0
518792.0,2015.0,2.0,16,32.0
518792.0,2015.0,3.0,17,51.0
518792.0,2015.0,4.0,23,92.0
518792.0,2015.0,5.0,17,85.0
518792.0,2015.0,6.0,23,138.0
518792.0,2015.0,7.0,19,133.0
518792.0,2015.0,8.0,11,88.0
518792.0,2015.0,9.0,15,135.0
518792.0,2016.0,1.0,16,16.0
518792.0,2016.0,2.0,14,28.0
518792.0,2016.0,3.0,11,33.0
518792.0,2016.0,4.0,13,52.0
518792.0,2016.0,5.0,12,60.0
518792.0,2016.0,6.0,13,78.0
518792.0,2016.0,7.0,12,84.0
518792.0,2016.0,8.0,15,120.0
518792.0,2016.0,9.0,14,126.0
518792.0,2017.0,1.0,7,7.0
518792.0,2017.0,2.0,20,40.0
518792.0,2017.0,3.0,9,27.0
518792.0,2017.0,4.0,14,56.0
518792.0,2017.0,5.0,14,70.0
518792.0,2017.0,6.0,13,78.0
518792.0,2017.0,7.0,18,126.0
518792.0,2017.0,8.0,8,64.0
518792.0,2017.0,9.0,10,90.0
518792.0,2018.0,1.0,11,11.0
518792.0,2018.0,2.0,9,18.0
518792.0,2018.0,3.0,17,51.0
518792.0,2018.0,4.0,10,40.0
518792.0,2018.0,5.0,19,95.0
518792.0,2018.0,6.0,12,72.0
518792.0,2018.0,7.0,19,133.0
518792.0,2018.0,8.0,9,72.0
518792.0,2018.0,9.0,10,90.0
518863.0,2015.0,3.0,1,3.0
518863.0,2015.0,5.0,1,5.0
518902.0,2015.0,2.0,3,6.0
518902.0,2015.0,5.0,3,15.0
518902.0,2015.0,6.0,2,12.0
518902.0,2015.0,7.0,2,14.0
518902.0,2015.0,8.0,1,8.0
518902.0,2015.0,9.0,1,9.0
518902.0,2017.0,3.0,1,3.0
518902.0,2017.0,4.0,1,4.0
518902.0,2017.0,5.0,1,5.0
518902.0,2017.0,6.0,1,6.0
518902.0,2017.0,8.0,1,8.0
518902.0,2018.0,2.0,3,6.0
518902.0,2018.0,3.0,2,6.0
518902.0,2018.0,5.0,2,10.0
518902.0,2018.0,6.0,1,6.0
518902.0,2018.0,7.0,3,21.0
518902.0,2018.0,8.0,2,16.0
518902.0,2018.0,9.0,2,18.0
518911.0,2015.0,3.0,1,3.0
518934.0,2015.0,1.0,22,22.0
518934.0,2015.0,2.0,29,58.0
518934.0,2015.0,3.0,18,54.0
518934.0,2015.0,4.0,23,92.0
518934.0,2015.0,5.0,22,110.0
518934.0,2015.0,6.0,12,72.0
518934.0,2015.0,7.0,13,91.0
518934.0,2015.0,8.0,14,112.0
518934.0,2015.0,9.0,16,144.0
518934.0,2016.0,1.0,33,33.0
518934.0,2016.0,2.0,10,20.0
518934.0,2016.0,3.0,26,78.0
518934.0,2016.0,4.0,22,88.0
518934.0,2016.0,5.0,27,135.0
518934.0,2016.0,6.0,14,84.0
518934.0,2016.0,7.0,22,154.0
518934.0,2016.0,8.0,21,168.0
518934.0,2016.0,9.0,13,117.0
518934.0,2017.0,1.0,49,49.0
518934.0,2017.0,2.0,9,18.0
518934.0,2017.0,3.0,34,102.0
518934.0,2017.0,4.0,11,44.0
518934.0,2017.0,5.0,19,95.0
518934.0,2017.0,6.0,21,126.0
518934.0,2017.0,7.0,15,105.0
518934.0,2017.0,8.0,18,144.0
518934.0,2017.0,9.0,12,108.0
518934.0,2018.0,1.0,37,37.0
518934.0,2018.0,2.0,9,18.0
518934.0,2018.0,3.0,24,72.0
518934.0,2018.0,4.0,14,56.0
518934.0,2018.0,5.0,7,35.0
518934.0,2018.0,6.0,17,102.0
518934.0,2018.0,7.0,14,98.0
518934.0,2018.0,8.0,14,112.0
518934.0,2018.0,9.0,12,108.0
518953.0,2015.0,2.0,3,6.0
518953.0,2015.0,3.0,3,9.0
518953.0,2015.0,4.0,4,16.0
518953.0,2015.0,5.0,3,15.0
518953.0,2015.0,6.0,2,12.0
518953.0,2015.0,7.0,6,42.0
518953.0,2015.0,8.0,4,32.0
518953.0,2016.0,2.0,2,4.0
518953.0,2016.0,3.0,3,9.0
518953.0,2016.0,4.0,1,4.0
518953.0,2016.0,5.0,3,15.0
518953.0,2016.0,7.0,2,14.0
518953.0,2016.0,8.0,2,16.0
518953.0,2016.0,9.0,2,18.0
518960.0,2015.0,1.0,25,25.0
518960.0,2015.0,2.0,3,6.0
518960.0,2015.0,3.0,12,36.0
518960.0,2015.0,4.0,5,20.0
518960.0,2015.0,5.0,13,65.0
518960.0,2015.0,6.0,13,78.0
518960.0,2015.0,7.0,6,42.0
518960.0,2015.0,8.0,14,112.0
518960.0,2015.0,9.0,6,54.0
518960.0,2016.0,1.0,17,17.0
518960.0,2016.0,2.0,14,28.0
518960.0,2016.0,3.0,13,39.0
518960.0,2016.0,4.0,20,80.0
518960.0,2016.0,5.0,19,95.0
518960.0,2016.0,6.0,22,132.0
518960.0,2016.0,7.0,15,105.0
518960.0,2016.0,8.0,13,104.0
518960.0,2016.0,9.0,7,63.0
518960.0,2017.0,1.0,4,4.0
518960.0,2017.0,2.0,17,34.0
518960.0,2017.0,3.0,17,51.0
518960.0,2017.0,4.0,10,40.0
518960.0,2017.0,5.0,14,70.0
518960.0,2017.0,6.0,9,54.0
518960.0,2017.0,7.0,16,112.0
518960.0,2017.0,8.0,14,112.0
518960.0,2017.0,9.0,12,108.0
518960.0,2018.0,2.0,13,26.0
518960.0,2018.0,3.0,13,39.0
518960.0,2018.0,4.0,12,48.0
518960.0,2018.0,5.0,16,80.0
518960.0,2018.0,6.0,12,72.0
518960.0,2018.0,7.0,14,98.0
518960.0,2018.0,8.0,9,72.0
518960.0,2018.0,9.0,9,81.0
519008.0,2017.0,6.0,1,6.0
519023.0,2015.0,2.0,1,2.0
519023.0,2015.0,3.0,1,3.0
519023.0,2015.0,4.0,1,4.0
519023.0,2015.0,5.0,1,5.0
519023.0,2015.0,6.0,1,6.0
519023.0,2015.0,8.0,1,8.0
519023.0,2015.0,9.0,2,18.0
519023.0,2016.0,2.0,2,4.0
519023.0,2016.0,4.0,1,4.0
519023.0,2016.0,6.0,2,12.0
519023.0,2016.0,7.0,1,7.0
519023.0,2016.0,9.0,1,9.0
519023.0,2017.0,1.0,2,2.0
519023.0,2017.0,2.0,4,8.0
519023.0,2017.0,3.0,2,6.0
519023.0,2017.0,4.0,1,4.0
519023.0,2017.0,5.0,1,5.0
519023.0,2017.0,6.0,6,36.0
519023.0,2017.0,7.0,3,21.0
519023.0,2017.0,8.0,8,64.0
519023.0,2017.0,9.0,1,9.0
519023.0,2018.0,1.0,5,5.0
519023.0,2018.0,2.0,8,16.0
519023.0,2018.0,3.0,3,9.0
519023.0,2018.0,4.0,6,24.0
519023.0,2018.0,5.0,9,45.0
519023.0,2018.0,6.0,2,12.0
519023.0,2018.0,7.0,10,70.0
519023.0,2018.0,8.0,4,32.0
519023.0,2018.0,9.0,7,63.0
519025.0,2015.0,1.0,1,1.0
519025.0,2015.0,2.0,9,18.0
519025.0,2015.0,3.0,5,15.0
519025.0,2015.0,4.0,7,28.0
519025.0,2015.0,5.0,11,55.0
519025.0,2015.0,6.0,6,36.0
519025.0,2015.0,7.0,2,14.0
519025.0,2015.0,8.0,10,80.0
519025.0,2015.0,9.0,3,27.0
519025.0,2016.0,1.0,1,1.0
519025.0,2016.0,2.0,1,2.0
519025.0,2016.0,9.0,1,9.0
519025.0,2017.0,2.0,2,4.0
519025.0,2017.0,3.0,1,3.0
519025.0,2017.0,4.0,1,4.0
519025.0,2017.0,5.0,1,5.0
519025.0,2017.0,6.0,1,6.0
519025.0,2017.0,9.0,2,18.0
519037.0,2017.0,3.0,1,3.0
519037.0,2017.0,4.0,1,4.0
519037.0,2017.0,6.0,2,12.0
519037.0,2017.0,7.0,2,14.0
519037.0,2017.0,8.0,1,8.0
519037.0,2017.0,9.0,1,9.0
519043.0,2016.0,3.0,1,3.0
519043.0,2016.0,4.0,2,8.0
519043.0,2016.0,7.0,1,7.0
519043.0,2017.0,2.0,3,6.0
519043.0,2017.0,3.0,2,6.0
519043.0,2017.0,4.0,1,4.0
519048.0,2015.0,1.0,17,17.0
519048.0,2015.0,2.0,18,36.0
519048.0,2015.0,3.0,13,39.0
519048.0,2015.0,4.0,19,76.0
519048.0,2015.0,5.0,5,25.0
519048.0,2015.0,6.0,15,90.0
519048.0,2015.0,7.0,9,63.0
519048.0,2015.0,8.0,22,176.0
519048.0,2015.0,9.0,9,81.0
519048.0,2016.0,1.0,4,4.0
519048.0,2016.0,2.0,12,24.0
519048.0,2016.0,3.0,8,24.0
519048.0,2016.0,4.0,24,96.0
519048.0,2016.0,5.0,9,45.0
519048.0,2016.0,6.0,13,78.0
519048.0,2016.0,7.0,19,133.0
519048.0,2016.0,8.0,11,88.0
519048.0,2016.0,9.0,8,72.0
519048.0,2017.0,1.0,6,6.0
519048.0,2017.0,2.0,22,44.0
519048.0,2017.0,3.0,13,39.0
519048.0,2017.0,4.0,14,56.0
519048.0,2017.0,5.0,12,60.0
519048.0,2017.0,6.0,20,120.0
519048.0,2017.0,7.0,14,98.0
519048.0,2017.0,8.0,13,104.0
519048.0,2017.0,9.0,10,90.0
519048.0,2018.0,1.0,16,16.0
519048.0,2018.0,2.0,11,22.0
519048.0,2018.0,3.0,12,36.0
519048.0,2018.0,4.0,8,32.0
519048.0,2018.0,5.0,9,45.0
519048.0,2018.0,6.0,17,102.0
519048.0,2018.0,7.0,10,70.0
519048.0,2018.0,8.0,14,112.0
519048.0,2018.0,9.0,4,36.0
519058.0,2015.0,1.0,31,31.0
519058.0,2015.0,2.0,11,22.0
519058.0,2015.0,3.0,16,48.0
519058.0,2015.0,4.0,20,80.0
519058.0,2015.0,5.0,18,90.0
519058.0,2015.0,6.0,21,126.0
519058.0,2015.0,7.0,21,147.0
519058.0,2015.0,8.0,17,136.0
519058.0,2015.0,9.0,13,117.0
519058.0,2016.0,1.0,9,9.0
519058.0,2016.0,2.0,1,2.0
519058.0,2016.0,3.0,4,12.0
519058.0,2016.0,4.0,2,8.0
519058.0,2016.0,5.0,4,20.0
519058.0,2016.0,6.0,1,6.0
519058.0,2016.0,7.0,1,7.0
519058.0,2016.0,8.0,1,8.0
519058.0,2016.0,9.0,2,18.0
519058.0,2017.0,1.0,13,13.0
519058.0,2017.0,2.0,18,36.0
519058.0,2017.0,3.0,15,45.0
519058.0,2017.0,4.0,21,84.0
519058.0,2017.0,5.0,13,65.0
519058.0,2017.0,6.0,21,126.0
519058.0,2017.0,7.0,14,98.0
519058.0,2017.0,8.0,21,168.0
519058.0,2017.0,9.0,11,99.0
519058.0,2018.0,1.0,33,33.0
519058.0,2018.0,2.0,8,16.0
519058.0,2018.0,3.0,23,69.0
519058.0,2018.0,4.0,18,72.0
519058.0,2018.0,5.0,16,80.0
519058.0,2018.0,6.0,18,108.0
519058.0,2018.0,7.0,13,91.0
519058.0,2018.0,8.0,14,112.0
519058.0,2018.0,9.0,8,72.0
519068.0,2015.0,2.0,4,8.0
519068.0,2015.0,3.0,4,12.0
519068.0,2015.0,4.0,2,8.0
519068.0,2015.0,5.0,2,10.0
519068.0,2015.0,6.0,1,6.0
519068.0,2015.0,7.0,2,14.0
519068.0,2015.0,8.0,2,16.0
519068.0,2015.0,9.0,4,36.0
519068.0,2017.0,2.0,3,6.0
519068.0,2017.0,3.0,1,3.0
519068.0,2017.0,4.0,2,8.0
519068.0,2017.0,5.0,3,15.0
519068.0,2017.0,6.0,1,6.0
519068.0,2017.0,7.0,1,7.0
519068.0,2017.0,9.0,3,27.0
519068.0,2018.0,5.0,1,5.0
519071.0,2015.0,4.0,1,4.0
519071.0,2015.0,5.0,2,10.0
519071.0,2015.0,6.0,1,6.0
519071.0,2015.0,7.0,2,14.0
519071.0,2015.0,8.0,2,16.0
519076.0,2015.0,2.0,1,2.0
519076.0,2015.0,3.0,2,6.0
519076.0,2015.0,4.0,1,4.0
519076.0,2015.0,5.0,1,5.0
519076.0,2015.0,6.0,1,6.0
519076.0,2016.0,3.0,2,6.0
519076.0,2016.0,4.0,1,4.0
519076.0,2016.0,5.0,1,5.0
519076.0,2017.0,2.0,1,2.0
519076.0,2017.0,4.0,1,4.0
519076.0,2017.0,5.0,2,10.0
519076.0,2017.0,6.0,1,6.0
519076.0,2017.0,7.0,1,7.0
519082.0,2015.0,2.0,1,2.0
519082.0,2015.0,7.0,1,7.0
519082.0,2016.0,3.0,1,3.0
519082.0,2016.0,5.0,1,5.0
519082.0,2016.0,8.0,1,8.0
519083.0,2015.0,1.0,13,13.0
519083.0,2015.0,2.0,24,48.0
519083.0,2015.0,3.0,10,30.0
519083.0,2015.0,4.0,21,84.0
519083.0,2015.0,5.0,9,45.0
519083.0,2015.0,6.0,15,90.0
519083.0,2015.0,7.0,12,84.0
519083.0,2015.0,8.0,12,96.0
519083.0,2015.0,9.0,10,90.0
519083.0,2016.0,1.0,4,4.0
519083.0,2016.0,2.0,4,8.0
519083.0,2016.0,3.0,9,27.0
519083.0,2016.0,4.0,10,40.0
519083.0,2016.0,5.0,10,50.0
519083.0,2016.0,6.0,13,78.0
519083.0,2016.0,7.0,8,56.0
519083.0,2016.0,8.0,9,72.0
519083.0,2016.0,9.0,7,63.0
519083.0,2017.0,2.0,6,12.0
519083.0,2017.0,3.0,5,15.0
519083.0,2017.0,4.0,5,20.0
519083.0,2017.0,5.0,7,35.0
519083.0,2017.0,6.0,3,18.0
519083.0,2017.0,7.0,2,14.0
519083.0,2017.0,8.0,5,40.0
519083.0,2017.0,9.0,2,18.0
519085.0,2016.0,4.0,1,4.0
519141.0,2016.0,2.0,1,2.0
519141.0,2016.0,3.0,1,3.0
519141.0,2016.0,4.0,1,4.0
519141.0,2016.0,5.0,1,5.0
519141.0,2016.0,7.0,1,7.0
519144.0,2016.0,7.0,1,7.0
519144.0,2018.0,2.0,1,2.0
519144.0,2018.0,3.0,1,3.0
519144.0,2018.0,5.0,1,5.0
519168.0,2016.0,5.0,1,5.0
519184.0,2015.0,1.0,37,37.0
519184.0,2015.0,2.0,13,26.0
519184.0,2015.0,3.0,27,81.0
519184.0,2015.0,4.0,12,48.0
519184.0,2015.0,5.0,29,145.0
519184.0,2015.0,6.0,13,78.0
519184.0,2015.0,7.0,24,168.0
519184.0,2015.0,8.0,21,168.0
519184.0,2015.0,9.0,13,117.0
519184.0,2016.0,1.0,14,14.0
519184.0,2016.0,2.0,4,8.0
519184.0,2016.0,3.0,15,45.0
519184.0,2016.0,4.0,4,16.0
519184.0,2016.0,5.0,10,50.0
519184.0,2016.0,6.0,8,48.0
519184.0,2016.0,7.0,10,70.0
519184.0,2016.0,8.0,6,48.0
519184.0,2016.0,9.0,2,18.0
519184.0,2017.0,1.0,4,4.0
519184.0,2017.0,2.0,9,18.0
519184.0,2017.0,3.0,4,12.0
519184.0,2017.0,4.0,8,32.0
519184.0,2017.0,5.0,7,35.0
519184.0,2017.0,6.0,9,54.0
519184.0,2017.0,7.0,17,119.0
519184.0,2017.0,8.0,8,64.0
519184.0,2017.0,9.0,12,108.0
519203.0,2015.0,1.0,26,26.0
519203.0,2015.0,2.0,7,14.0
519203.0,2015.0,3.0,31,93.0
519203.0,2015.0,4.0,21,84.0
519203.0,2015.0,5.0,25,125.0
519203.0,2015.0,6.0,13,78.0
519203.0,2015.0,7.0,16,112.0
519203.0,2015.0,8.0,12,96.0
519203.0,2015.0,9.0,15,135.0
519203.0,2016.0,1.0,32,32.0
519203.0,2016.0,2.0,3,6.0
519203.0,2016.0,3.0,27,81.0
519203.0,2016.0,4.0,29,116.0
519203.0,2016.0,5.0,20,100.0
519203.0,2016.0,6.0,25,150.0
519203.0,2016.0,7.0,13,91.0
519203.0,2016.0,8.0,21,168.0
519203.0,2016.0,9.0,16,144.0
519203.0,2017.0,1.0,34,34.0
519203.0,2017.0,2.0,6,12.0
519203.0,2017.0,3.0,19,57.0
519203.0,2017.0,4.0,24,96.0
519203.0,2017.0,5.0,13,65.0
519203.0,2017.0,6.0,17,102.0
519203.0,2017.0,7.0,17,119.0
519203.0,2017.0,8.0,18,144.0
519203.0,2017.0,9.0,10,90.0
519203.0,2018.0,1.0,34,34.0
519203.0,2018.0,2.0,11,22.0
519203.0,2018.0,3.0,16,48.0
519203.0,2018.0,4.0,17,68.0
519203.0,2018.0,5.0,25,125.0
519203.0,2018.0,6.0,13,78.0
519203.0,2018.0,7.0,13,91.0
519203.0,2018.0,8.0,19,152.0
519203.0,2018.0,9.0,10,90.0
519208.0,2015.0,1.0,5,5.0
519208.0,2015.0,2.0,12,24.0
519208.0,2015.0,3.0,4,12.0
519208.0,2015.0,4.0,13,52.0
519208.0,2015.0,5.0,9,45.0
519208.0,2015.0,6.0,12,72.0
519208.0,2015.0,7.0,14,98.0
519208.0,2015.0,8.0,5,40.0
519208.0,2015.0,9.0,8,72.0
519208.0,2016.0,1.0,2,2.0
519208.0,2016.0,2.0,8,16.0
519208.0,2016.0,3.0,3,9.0
519208.0,2016.0,4.0,6,24.0
519208.0,2016.0,5.0,3,15.0
519208.0,2016.0,6.0,2,12.0
519208.0,2016.0,7.0,8,56.0
519208.0,2016.0,8.0,10,80.0
519208.0,2016.0,9.0,6,54.0
519222.0,2016.0,1.0,2,2.0
519222.0,2016.0,2.0,3,6.0
519222.0,2016.0,3.0,8,24.0
519222.0,2016.0,4.0,5,20.0
519222.0,2016.0,5.0,7,35.0
519222.0,2016.0,6.0,3,18.0
519222.0,2016.0,7.0,6,42.0
519222.0,2016.0,8.0,5,40.0
519222.0,2016.0,9.0,1,9.0
519222.0,2017.0,2.0,7,14.0
519222.0,2017.0,3.0,4,12.0
519222.0,2017.0,4.0,9,36.0
519222.0,2017.0,5.0,9,45.0
519222.0,2017.0,6.0,8,48.0
519222.0,2017.0,7.0,4,28.0
519222.0,2017.0,8.0,4,32.0
519222.0,2017.0,9.0,3,27.0
519222.0,2018.0,1.0,1,1.0
519222.0,2018.0,2.0,7,14.0
519222.0,2018.0,3.0,4,12.0
519222.0,2018.0,4.0,10,40.0
519222.0,2018.0,5.0,11,55.0
519222.0,2018.0,6.0,5,30.0
519222.0,2018.0,7.0,9,63.0
519222.0,2018.0,8.0,8,64.0
519222.0,2018.0,9.0,4,36.0
519237.0,2015.0,1.0,1,1.0
519237.0,2015.0,2.0,13,26.0
519237.0,2015.0,3.0,7,21.0
519237.0,2015.0,4.0,11,44.0
519237.0,2015.0,5.0,6,30.0
519237.0,2015.0,6.0,7,42.0
519237.0,2015.0,7.0,8,56.0
519237.0,2015.0,8.0,3,24.0
519237.0,2015.0,9.0,5,45.0
519237.0,2016.0,1.0,5,5.0
519237.0,2016.0,2.0,19,38.0
519237.0,2016.0,3.0,7,21.0
519237.0,2016.0,4.0,8,32.0
519237.0,2016.0,5.0,13,65.0
519237.0,2016.0,6.0,14,84.0
519237.0,2016.0,7.0,12,84.0
519237.0,2016.0,8.0,10,80.0
519237.0,2016.0,9.0,9,81.0
519237.0,2017.0,2.0,11,22.0
519237.0,2017.0,3.0,2,6.0
519237.0,2017.0,4.0,10,40.0
519237.0,2017.0,5.0,11,55.0
519237.0,2017.0,6.0,3,18.0
519237.0,2017.0,7.0,9,63.0
519237.0,2017.0,8.0,8,64.0
519237.0,2017.0,9.0,9,81.0
519242.0,2015.0,3.0,1,3.0
519242.0,2016.0,6.0,1,6.0
519242.0,2017.0,8.0,1,8.0
519295.0,2015.0,1.0,4,4.0
519295.0,2015.0,2.0,5,10.0
519295.0,2015.0,3.0,5,15.0
519295.0,2015.0,4.0,1,4.0
519295.0,2015.0,5.0,4,20.0
519295.0,2015.0,6.0,4,24.0
519295.0,2015.0,7.0,3,21.0
519295.0,2015.0,8.0,3,24.0
519295.0,2015.0,9.0,3,27.0
519295.0,2016.0,1.0,6,6.0
519295.0,2016.0,2.0,10,20.0
519295.0,2016.0,3.0,2,6.0
519295.0,2016.0,4.0,8,32.0
519295.0,2016.0,5.0,9,45.0
519295.0,2016.0,6.0,10,60.0
519295.0,2016.0,7.0,13,91.0
519295.0,2016.0,8.0,4,32.0
519295.0,2016.0,9.0,5,45.0
519295.0,2017.0,2.0,1,2.0
519295.0,2017.0,3.0,2,6.0
519295.0,2017.0,5.0,2,10.0
519295.0,2017.0,8.0,1,8.0
519295.0,2017.0,9.0,1,9.0
519295.0,2018.0,4.0,1,4.0
519295.0,2018.0,5.0,1,5.0
519295.0,2018.0,8.0,1,8.0
519295.0,2018.0,9.0,2,18.0
519299.0,2015.0,1.0,3,3.0
519299.0,2015.0,2.0,11,22.0
519299.0,2015.0,3.0,15,45.0
519299.0,2015.0,4.0,8,32.0
519299.0,2015.0,5.0,10,50.0
519299.0,2015.0,6.0,11,66.0
519299.0,2015.0,7.0,15,105.0
519299.0,2015.0,8.0,9,72.0
519299.0,2015.0,9.0,7,63.0
519299.0,2017.0,1.0,11,11.0
519299.0,2017.0,2.0,6,12.0
519299.0,2017.0,3.0,5,15.0
519299.0,2017.0,4.0,9,36.0
519299.0,2017.0,5.0,12,60.0
519299.0,2017.0,6.0,7,42.0
519299.0,2017.0,7.0,8,56.0
519299.0,2017.0,8.0,2,16.0
519299.0,2017.0,9.0,4,36.0
519299.0,2018.0,2.0,2,4.0
519299.0,2018.0,4.0,1,4.0
519299.0,2018.0,6.0,1,6.0
519299.0,2018.0,7.0,3,21.0
519299.0,2018.0,8.0,5,40.0
519301.0,2015.0,5.0,1,5.0
519306.0,2015.0,1.0,12,12.0
519306.0,2015.0,2.0,8,16.0
519306.0,2015.0,3.0,9,27.0
519306.0,2015.0,4.0,10,40.0
519306.0,2015.0,5.0,9,45.0
519306.0,2015.0,6.0,7,42.0
519306.0,2015.0,7.0,10,70.0
519306.0,2015.0,8.0,11,88.0
519306.0,2015.0,9.0,7,63.0
519306.0,2016.0,1.0,6,6.0
519306.0,2016.0,2.0,19,38.0
519306.0,2016.0,3.0,10,30.0
519306.0,2016.0,4.0,17,68.0
519306.0,2016.0,5.0,8,40.0
519306.0,2016.0,6.0,17,102.0
519306.0,2016.0,7.0,11,77.0
519306.0,2016.0,8.0,12,96.0
519306.0,2016.0,9.0,5,45.0
519306.0,2017.0,1.0,13,13.0
519306.0,2017.0,2.0,16,32.0
519306.0,2017.0,3.0,24,72.0
519306.0,2017.0,4.0,11,44.0
519306.0,2017.0,5.0,11,55.0
519306.0,2017.0,6.0,12,72.0
519306.0,2017.0,7.0,13,91.0
519306.0,2017.0,8.0,11,88.0
519306.0,2017.0,9.0,11,99.0
519306.0,2018.0,1.0,8,8.0
519306.0,2018.0,2.0,5,10.0
519306.0,2018.0,3.0,7,21.0
519306.0,2018.0,4.0,7,28.0
519306.0,2018.0,5.0,6,30.0
519306.0,2018.0,6.0,5,30.0
519306.0,2018.0,7.0,6,42.0
519306.0,2018.0,8.0,5,40.0
519306.0,2018.0,9.0,3,27.0
519317.0,2015.0,1.0,18,18.0
519317.0,2015.0,2.0,3,6.0
519317.0,2015.0,3.0,5,15.0
519317.0,2015.0,4.0,14,56.0
519317.0,2015.0,5.0,7,35.0
519317.0,2015.0,6.0,10,60.0
519317.0,2015.0,7.0,5,35.0
519317.0,2015.0,8.0,8,64.0
519317.0,2015.0,9.0,4,36.0
519317.0,2016.0,1.0,16,16.0
519317.0,2016.0,2.0,11,22.0
519317.0,2016.0,3.0,6,18.0
519317.0,2016.0,4.0,15,60.0
519317.0,2016.0,5.0,12,60.0
519317.0,2016.0,6.0,16,96.0
519317.0,2016.0,7.0,9,63.0
519317.0,2016.0,8.0,11,88.0
519317.0,2016.0,9.0,2,18.0
519317.0,2017.0,1.0,30,30.0
519317.0,2017.0,2.0,5,10.0
519317.0,2017.0,3.0,27,81.0
519317.0,2017.0,4.0,19,76.0
